	time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
2733	1996-06-13T00:33:23.220Z	51.549	-177.729	33.0	4.7	mb				1.0	us	usp0007jpb	2014-11-07T01:00:37.500Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				64.0	reviewed	us	us
2734	1996-06-13T00:15:42.930Z	55.552	158.485	300.0	4.7	mb				0.7	us	usp0007jpa	2014-11-07T01:00:37.488Z	Kamchatka Peninsula, Russia	earthquake				83.0	reviewed	us	us
2735	1996-06-12T22:48:28.720Z	28.837	-43.478	10.0	4.5	mb				1.1	us	usp0007jp7	2014-11-07T01:00:37.477Z	northern Mid-Atlantic Ridge	earthquake				44.0	reviewed	us	us
2736	1996-06-12T20:07:52.680Z	42.635	144.5	74.0	4.6	mb				1.2	us	usp0007jp3	2014-11-07T01:00:37.468Z	Hokkaido, Japan region	earthquake				15.0	reviewed	us	us
2737	1996-06-12T19:50:58.920Z	51.284	-176.208	33.0	4.6	mb				0.9	us	usp0007jp2	2014-11-07T01:00:37.461Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				53.0	reviewed	us	us
2738	1996-06-12T18:13:30.000Z	11.698	143.106	33.0	5.0	mb				1.0	us	usp0007jnz	2014-11-07T01:00:37.450Z	south of the Mariana Islands	earthquake				40.0	reviewed	us	us
2739	1996-06-12T15:42:07.030Z	21.89	62.149	10.0	5.0	mb				1.2	us	usp0007jnv	2014-11-07T01:00:37.436Z	Owen Fracture Zone region	earthquake				40.0	reviewed	us	us
2740	1996-06-12T14:42:39.680Z	-11.553	166.212	33.0	4.6	mb				1.3	us	usp0007jnt	2014-11-07T01:00:37.427Z	Santa Cruz Islands	earthquake				20.0	reviewed	us	us
2741	1996-06-12T14:37:30.390Z	51.117	-176.373	33.0	4.6	mb				1.0	us	usp0007jns	2014-11-07T01:00:37.425Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				10.0	reviewed	us	us
2742	1996-06-12T14:32:49.140Z	51.252	-176.1	33.0	5.6	mwc				0.9	us	usp0007jnr	2016-11-09T22:44:46.471Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2743	1996-06-12T14:28:27.020Z	-11.53	166.329	50.3	4.9	mb				1.0	us	usp0007jnq	2014-11-07T01:00:37.403Z	Santa Cruz Islands	earthquake				21.0	reviewed	us	us
2744	1996-06-12T12:40:44.400Z	-8.628	119.97	150.0	4.6	mb				1.0	us	usp0007jnk	2014-11-07T01:00:37.396Z	Flores region, Indonesia	earthquake				11.0	reviewed	us	us
2745	1996-06-12T12:40:36.700Z	51.231	-177.738	33.0	4.5	mb				0.9	us	usp0007jnj	2014-11-07T01:00:37.392Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				27.0	reviewed	us	us
2746	1996-06-12T10:24:52.510Z	51.396	-176.281	33.0	4.8	mb				1.3	us	usp0007jnc	2014-11-07T01:00:37.378Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				34.0	reviewed	us	us
2747	1996-06-12T09:06:45.320Z	51.321	-176.377	33.0	4.7	mb				1.0	us	usp0007jna	2014-11-07T01:00:37.369Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				30.0	reviewed	us	us
2748	1996-06-12T06:03:45.780Z	-19.309	-175.189	33.0	4.8	mb				1.2	us	usp0007jn5	2014-11-07T01:00:37.355Z	Tonga	earthquake				22.0	reviewed	us	us
2749	1996-06-12T05:25:44.690Z	11.682	143.132	41.1	4.5	mb				1.0	us	usp0007jn4	2014-11-07T01:00:37.352Z	south of the Mariana Islands	earthquake		12.0		16.0	reviewed	us	us
2750	1996-06-12T04:01:10.020Z	51.518	-177.261	33.0	4.7	mb				1.3	us	usp0007jmx	2014-11-07T01:00:37.316Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				33.0	reviewed	us	us
2751	1996-06-12T03:39:35.920Z	20.028	-70.194	33.0	4.5	mb				1.0	us	usp0007jmv	2014-11-07T01:00:37.307Z	Dominican Republic region	earthquake				47.0	reviewed	us	us
2752	1996-06-12T03:09:22.210Z	51.372	-178.228	33.0	5.5	mwc				0.9	us	usp0007jmu	2016-11-09T22:44:45.961Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2753	1996-06-12T02:16:48.460Z	51.42	-178.214	33.0	5.8	mwc				0.9	us	usp0007jms	2016-11-09T22:44:45.178Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2754	1996-06-12T00:33:24.400Z	12.613	125.168	33.0	4.8	mb				1.0	us	usp0007jmn	2014-11-07T01:00:37.244Z	Samar, Philippines	earthquake				20.0	reviewed	us	us
2755	1996-06-12T00:30:15.030Z	12.677	125.2	33.0	5.5	mwc				1.3	us	usp0007jmm	2020-01-03T21:06:42.255Z	Samar, Philippines	earthquake					reviewed	us	hrv
2756	1996-06-12T00:29:45.690Z	-25.182	-179.768	500.0	4.5	mb				1.1	us	usp0007jmk	2014-11-07T01:00:37.237Z	south of the Fiji Islands	earthquake				13.0	reviewed	us	us
2757	1996-06-11T21:47:56.890Z	12.696	125.172	33.0	4.8	mb				1.0	us	usp0007jmf	2014-11-07T01:00:37.227Z	Samar, Philippines	earthquake				22.0	reviewed	us	us
2758	1996-06-11T20:47:54.080Z	51.436	-176.304	33.0	4.5	mb				1.1	us	usp0007jma	2014-11-07T01:00:37.214Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				29.0	reviewed	us	us
2759	1996-06-11T19:14:14.370Z	12.673	125.177	33.0	4.8	mb				0.8	us	usp0007jm5	2014-11-07T01:00:37.203Z	Samar, Philippines	earthquake				24.0	reviewed	us	us
2760	1996-06-11T18:47:38.570Z	51.351	-177.816	33.0	4.7	mb				1.1	us	usp0007jm2	2014-11-07T01:00:37.193Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				51.0	reviewed	us	us
2761	1996-06-11T18:45:48.980Z	12.727	125.31	33.0	4.9	mb				0.9	us	usp0007jm1	2014-11-07T01:00:37.190Z	Samar, Philippines	earthquake				14.0	reviewed	us	us
2762	1996-06-11T18:42:26.880Z	12.596	125.169	33.0	4.5	mb				1.1	us	usp0007jm0	2014-11-07T01:00:37.189Z	Samar, Philippines	earthquake				9.0	reviewed	us	us
2763	1996-06-11T18:37:09.940Z	12.659	125.134	33.0	4.6	mb				0.7	us	usp0007jkz	2014-11-07T01:00:37.186Z	Samar, Philippines	earthquake				11.0	reviewed	us	us
2764	1996-06-11T18:34:12.630Z	12.682	125.126	33.0	5.3	mb				1.1	us	usp0007jky	2014-11-07T01:00:37.180Z	Samar, Philippines	earthquake				43.0	reviewed	us	us
2765	1996-06-11T18:26:49.090Z	51.217	-176.099	33.0	4.5	mb				1.2	us	usp0007jkx	2014-11-07T01:00:37.175Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				28.0	reviewed	us	us
2766	1996-06-11T18:22:55.730Z	12.614	125.154	33.0	7.1	mwc				0.9	us	usp0007jkw	2020-01-03T21:06:24.190Z	Samar, Philippines	earthquake					reviewed	us	hrv
2767	1996-06-11T16:57:35.430Z	7.063	-74.579	59.2	4.9	mb				0.9	us	usp0007jkt	2014-11-07T01:00:37.127Z	northern Colombia	earthquake				63.0	reviewed	us	us
2768	1996-06-11T16:52:12.760Z	17.25	-68.281	33.0	5.5	mb				0.9	us	usp0007jks	2014-11-07T01:00:37.102Z	Dominican Republic region	earthquake				112.0	reviewed	us	us
2769	1996-06-11T16:38:36.710Z	51.486	-178.321	33.0	5.2	mwc				0.9	us	usp0007jkr	2016-11-09T22:44:18.452Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2770	1996-06-11T16:14:58.770Z	35.643	140.635	55.2	4.7	mb				0.9	us	usp0007jkn	2014-11-07T01:00:37.070Z	near the east coast of Honshu, Japan	earthquake		5.5		44.0	reviewed	us	us
2771	1996-06-11T14:29:11.430Z	-24.935	179.897	493.2	4.5	mb				1.1	us	usp0007jkf	2014-11-07T01:00:37.054Z	south of the Fiji Islands	earthquake				28.0	reviewed	us	us
2772	1996-06-11T13:03:03.610Z	51.262	-176.46	33.0	5.6	mwc				1.0	us	usp0007jk9	2016-11-09T22:44:17.886Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2773	1996-06-11T12:31:54.510Z	51.53	-176.838	33.0	4.5	mb				1.1	us	usp0007jk8	2014-11-07T01:00:37.014Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				34.0	reviewed	us	us
2774	1996-06-11T12:23:43.520Z	51.31	-176.116	33.0	4.5	mb				0.9	us	usp0007jk7	2014-11-07T01:00:37.008Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				48.0	reviewed	us	us
2775	1996-06-11T11:00:47.270Z	51.273	-176.182	33.0	5.8	mwc				0.9	us	usp0007jk3	2016-11-09T22:44:17.292Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2776	1996-06-11T10:57:24.040Z	51.311	-176.245	33.0	4.9	mb				0.9	us	usp0007jk2	2015-05-13T18:53:37.000Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				76.0	reviewed	us	us
2777	1996-06-11T10:48:17.740Z	51.291	-176.433	33.0	4.8	mb				1.0	us	usp0007jjz	2014-11-07T01:00:36.961Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				54.0	reviewed	us	us
2778	1996-06-11T10:40:08.070Z	51.276	-176.256	33.0	5.9	mwc				1.0	us	usp0007jjx	2016-11-09T22:44:16.691Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2779	1996-06-11T09:40:33.200Z	33.556	141.041	33.0	4.8	mb				0.9	us	usp0007jjw	2014-11-07T01:00:36.909Z	off the east coast of Honshu, Japan	earthquake				7.0	reviewed	us	us
2780	1996-06-11T08:07:48.900Z	-33.057	-72.265	10.0	4.5	md				0.9	us	usp0007jjq	2014-11-07T01:00:36.890Z	offshore Valparaiso, Chile	earthquake					reviewed	us	san
2781	1996-06-11T07:29:19.760Z	-21.942	-176.21	140.9	5.0	mb				0.9	us	usp0007jjn	2014-11-07T01:00:36.874Z	Fiji region	earthquake				49.0	reviewed	us	us
2782	1996-06-11T03:44:39.150Z	51.176	-176.12	33.0	4.7	ms				1.0	us	usp0007jj4	2014-11-07T01:00:36.792Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				3.0	reviewed	us	us
2783	1996-06-10T23:10:53.480Z	51.157	-176.389	33.0	4.5	mb				0.9	us	usp0007jhj	2014-11-07T01:00:36.732Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				49.0	reviewed	us	us
2784	1996-06-10T22:07:04.360Z	-11.535	166.179	33.0	4.5	mb				1.0	us	usp0007jhg	2014-11-07T01:00:36.726Z	Santa Cruz Islands	earthquake				16.0	reviewed	us	us
2785	1996-06-10T21:24:58.410Z	51.099	-176.557	33.0	4.5	mb				0.9	us	usp0007jhd	2014-11-07T01:00:36.711Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				58.0	reviewed	us	us
2786	1996-06-10T19:54:29.370Z	-5.885	130.798	101.8	4.7	mb				0.9	us	usp0007jh0	2014-11-07T01:00:36.668Z	Banda Sea	earthquake		14.6		22.0	reviewed	us	us
2787	1996-06-10T19:44:43.070Z	51.273	-176.466	33.0	4.8	mb				1.0	us	usp0007jgy	2014-11-07T01:00:36.655Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2788	1996-06-10T19:43:25.310Z	51.449	-176.471	33.0	4.7	mb				0.8	us	usp0007jgw	2014-11-07T01:00:36.643Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				59.0	reviewed	us	us
2789	1996-06-10T19:16:39.300Z	51.341	-176.821	33.0	4.7	mb				1.0	us	usp0007jgv	2014-11-07T01:00:36.633Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				45.0	reviewed	us	us
2790	1996-06-10T18:25:37.220Z	51.1	-177.996	33.0	4.5	mb				0.8	us	usp0007jgq	2014-11-07T01:00:36.619Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				42.0	reviewed	us	us
2791	1996-06-10T18:02:13.370Z	-22.199	-179.692	600.0	4.6	mb				0.9	us	usp0007jgm	2014-11-07T01:00:36.608Z	south of the Fiji Islands	earthquake				24.0	reviewed	us	us
2792	1996-06-10T17:44:16.480Z	51.577	-177.041	33.0	5.6	ms				1.0	us	usp0007jgj	2015-05-13T18:53:37.000Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				10.0	reviewed	us	us
2793	1996-06-10T17:07:01.510Z	51.718	-177.047	33.0	4.7	mb				1.3	us	usp0007jgc	2014-11-07T01:00:36.551Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				55.0	reviewed	us	us
2794	1996-06-10T16:12:09.570Z	-5.807	147.103	120.4	4.9	mb				0.9	us	usp0007jg5	2014-11-07T01:00:36.529Z	eastern New Guinea region, Papua New Guinea	earthquake		4.6		29.0	reviewed	us	us
2795	1996-06-10T15:54:19.800Z	51.023	-176.261	33.0	4.5	mb				0.8	us	usp0007jg3	2014-11-07T01:00:36.523Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				27.0	reviewed	us	us
2796	1996-06-10T15:43:29.820Z	51.316	-176.496	33.0	4.6	mb				1.2	us	usp0007jg2	2014-11-07T01:00:36.520Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				12.0	reviewed	us	us
2797	1996-06-10T15:36:29.880Z	51.178	-176.759	33.0	5.5	mb				1.1	us	usp0007jg1	2015-05-13T18:53:37.000Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				81.0	reviewed	us	us
2798	1996-06-10T15:24:56.000Z	51.478	-176.847	26.3	7.3	mwc				1.0	us	usp0007jfz	2017-04-13T22:08:42.349Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2799	1996-06-10T13:58:27.570Z	51.458	-177.303	33.0	5.2	mb				1.0	us	usp0007jfr	2014-11-07T01:00:36.396Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				103.0	reviewed	us	us
2800	1996-06-10T13:44:32.950Z	51.199	-176.356	33.0	4.8	mb				1.0	us	usp0007jfq	2014-11-07T01:00:36.386Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				65.0	reviewed	us	us
2801	1996-06-10T13:38:53.280Z	51.542	-177.055	33.0	5.0	mb				1.1	us	usp0007jfn	2014-11-07T01:00:36.373Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				64.0	reviewed	us	us
2802	1996-06-10T13:01:06.650Z	51.447	-176.816	33.0	5.0	mb				1.1	us	usp0007jfk	2014-11-07T01:00:36.359Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2803	1996-06-10T11:56:02.500Z	51.295	-178.073	33.0	5.2	mb				0.9	us	usp0007jff	2014-11-07T01:00:36.286Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				93.0	reviewed	us	us
2804	1996-06-10T10:54:46.870Z	51.076	-177.996	33.0	4.6	mb				0.8	us	usp0007jf5	2014-11-07T01:00:36.254Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				36.0	reviewed	us	us
2805	1996-06-10T10:50:16.840Z	51.105	-178.063	33.0	4.8	mb				0.9	us	usp0007jf4	2014-11-07T01:00:36.245Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				56.0	reviewed	us	us
2806	1996-06-10T10:37:09.810Z	51.163	-177.265	33.0	4.7	mb				0.9	us	usp0007jf1	2014-11-07T01:00:36.234Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				45.0	reviewed	us	us
2807	1996-06-10T10:32:13.160Z	51.557	-178.276	33.0	4.9	mb				1.1	us	usp0007jf0	2014-11-07T01:00:36.223Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				62.0	reviewed	us	us
2808	1996-06-10T10:18:27.980Z	51.258	-177.809	33.0	4.7	mb				1.0	us	usp0007jex	2014-11-07T01:00:36.208Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2809	1996-06-10T10:08:27.550Z	51.303	-178.233	33.0	5.0	mb				0.8	us	usp0007jeu	2014-11-07T01:00:36.184Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				74.0	reviewed	us	us
2810	1996-06-10T09:52:19.130Z	51.064	-176.455	33.0	4.5	mb				1.0	us	usp0007jet	2014-11-07T01:00:36.081Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				33.0	reviewed	us	us
2811	1996-06-10T09:41:05.090Z	51.213	-176.484	33.0	5.6	ms				1.2	us	usp0007jes	2015-05-13T18:53:37.000Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				23.0	reviewed	us	us
2812	1996-06-10T09:32:07.080Z	51.191	-176.382	33.0	5.2	mb				0.9	us	usp0007jer	2014-11-07T01:00:36.036Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				93.0	reviewed	us	us
2813	1996-06-10T09:30:02.720Z	51.167	-177.474	33.0	5.1	mb				0.9	us	usp0007jeq	2014-11-07T01:00:36.020Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				85.0	reviewed	us	us
2814	1996-06-10T09:16:18.880Z	51.188	-177.776	33.0	4.6	mb				1.1	us	usp0007jen	2014-11-07T01:00:36.008Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				51.0	reviewed	us	us
2815	1996-06-10T08:32:12.660Z	51.24	-177.481	33.0	5.4	ms				1.0	us	usp0007jeg	2015-05-13T18:53:37.000Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				2.0	reviewed	us	us
2816	1996-06-10T08:29:15.990Z	51.211	-176.529	33.0	5.1	mb				1.0	us	usp0007jef	2014-11-07T01:00:35.943Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				93.0	reviewed	us	us
2817	1996-06-10T07:39:47.970Z	51.226	-176.606	33.0	4.5	mb				1.1	us	usp0007je7	2014-11-07T01:00:35.922Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				22.0	reviewed	us	us
2818	1996-06-10T06:57:57.410Z	51.155	-178.038	33.0	4.9	mb				0.8	us	usp0007jdy	2014-11-07T01:00:35.897Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				39.0	reviewed	us	us
2819	1996-06-10T06:56:48.840Z	51.607	-177.413	33.0	4.8	mb				1.3	us	usp0007jdx	2014-11-07T01:00:35.889Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				34.0	reviewed	us	us
2820	1996-06-10T06:41:38.830Z	51.136	-177.365	33.0	4.8	mb				1.1	us	usp0007jdu	2014-11-07T01:00:35.876Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				60.0	reviewed	us	us
2821	1996-06-10T06:27:00.520Z	51.439	-176.918	33.0	4.7	mb				1.1	us	usp0007jds	2014-11-07T01:00:35.867Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				37.0	reviewed	us	us
2822	1996-06-10T06:23:22.480Z	51.349	-177.531	33.0	4.8	mb				0.9	us	usp0007jdr	2014-11-07T01:00:35.860Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				50.0	reviewed	us	us
2823	1996-06-10T06:11:49.130Z	51.58	-177.035	33.0	5.0	mb				1.1	us	usp0007jdq	2014-11-07T01:00:35.846Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				64.0	reviewed	us	us
2824	1996-06-10T06:06:14.600Z	51.035	-176.977	33.0	4.5	mb				0.9	us	usp0007jdp	2014-11-07T01:00:35.844Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				8.0	reviewed	us	us
2825	1996-06-10T05:34:40.830Z	51.146	-177.875	33.0	5.3	mb				0.8	us	usp0007jdj	2014-11-07T01:00:35.817Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				91.0	reviewed	us	us
2826	1996-06-10T05:29:14.750Z	51.116	-177.68	33.0	5.0	mb				1.0	us	usp0007jdh	2014-11-07T01:00:35.803Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				70.0	reviewed	us	us
2827	1996-06-10T05:26:58.820Z	41.582	142.128	59.7	4.7	mb				1.0	us	usp0007jdf	2014-11-07T01:00:35.796Z	Hokkaido, Japan region	earthquake		10.7		43.0	reviewed	us	us
2828	1996-06-10T05:18:35.080Z	51.159	-176.67	33.0	4.5	mb				1.0	us	usp0007jdd	2014-11-07T01:00:35.788Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				46.0	reviewed	us	us
2829	1996-06-10T05:06:33.170Z	51.329	-177.434	33.0	4.5	mb				0.9	us	usp0007jda	2014-11-07T01:00:35.781Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				24.0	reviewed	us	us
2830	1996-06-10T05:02:22.580Z	51.313	-178.429	33.0	4.8	mb				0.7	us	usp0007jd9	2014-11-07T01:00:35.775Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				36.0	reviewed	us	us
2831	1996-06-10T05:00:30.750Z	51.159	-177.524	33.0	5.2	mb				0.8	us	usp0007jd8	2014-11-07T01:00:35.765Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2832	1996-06-10T05:00:12.110Z	51.654	-177.182	33.0	4.5	mb				0.9	us	usp0007jd7	2014-11-07T01:00:35.760Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				21.0	reviewed	us	us
2833	1996-06-10T04:54:49.370Z	51.421	-177.853	33.0	4.5	mb				1.2	us	usp0007jd5	2014-11-07T01:00:35.756Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				3.0	reviewed	us	us
2834	1996-06-10T04:53:43.660Z	51.083	-177.94	33.0	4.9	mb				0.9	us	usp0007jd4	2014-11-07T01:00:35.751Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				31.0	reviewed	us	us
2835	1996-06-10T04:49:31.770Z	51.099	-177.825	33.0	5.4	mb				0.9	us	usp0007jd2	2014-11-07T01:00:35.732Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				77.0	reviewed	us	us
2836	1996-06-10T04:47:35.060Z	51.519	-177.792	33.0	4.6	mb				0.7	us	usp0007jd1	2014-11-07T01:00:35.728Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				32.0	reviewed	us	us
2837	1996-06-10T04:44:16.960Z	51.374	-177.9	33.0	4.5	mb				0.9	us	usp0007jd0	2014-11-07T01:00:35.726Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				13.0	reviewed	us	us
2838	1996-06-10T04:39:27.250Z	51.201	-177.729	33.0	5.0	mb				1.0	us	usp0007jcz	2014-11-07T01:00:35.714Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				61.0	reviewed	us	us
2839	1996-06-10T04:21:54.840Z	51.1	-176.92	33.0	5.3	mb				0.9	us	usp0007jcx	2014-11-07T01:00:35.703Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				59.0	reviewed	us	us
2840	1996-06-10T04:16:55.600Z	51.456	-177.775	33.0	5.3	mb				1.0	us	usp0007jcw	2014-11-07T01:00:35.693Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				51.0	reviewed	us	us
2841	1996-06-10T04:16:49.870Z	51.257	-177.588	33.0	5.0	mb				1.1	us	usp0007jcv	2014-11-07T01:00:35.688Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake				12.0	reviewed	us	us
2842	1996-06-10T04:03:35.480Z	51.564	-177.632	33.0	7.9	mwc				0.9	us	usp0007jcu	2018-10-17T17:09:11.106Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2843	1996-06-10T01:04:46.970Z	-13.481	167.13	200.1	6.7	mwc				1.0	us	usp0007jck	2020-01-03T21:06:00.458Z	Vanuatu	earthquake					reviewed	us	hrv
2844	1996-06-09T23:25:18.500Z	28.325	92.201	83.2	5.2	mwc				0.9	us	usp0007jcg	2016-11-09T22:43:11.054Z	eastern Xizang-India border region	earthquake					reviewed	us	hrv
2845	1996-06-09T20:12:33.550Z	-12.589	26.095	10.0	5.0	mb				0.7	us	usp0007jcb	2020-01-03T21:05:46.938Z	Zambia	earthquake				35.0	reviewed	us	us
2846	1996-06-09T12:24:49.000Z	9.148	126.298	33.0	4.7	mb				0.9	us	usp0007jc5	2014-11-07T01:00:35.515Z	Mindanao, Philippines	earthquake				18.0	reviewed	us	us
2847	1996-06-09T10:02:56.000Z	23.449	122.723	33.0	4.7	mb				1.1	us	usp0007jc2	2014-11-07T01:00:35.509Z	Taiwan region	earthquake				10.0	reviewed	us	us
2848	1996-06-09T10:00:29.260Z	51.318	-178.03	33.0	5.2	mwc				0.8	us	usp0007jc1	2016-11-09T22:43:10.377Z	Andreanof Islands, Aleutian Islands, Alaska	earthquake					reviewed	us	hrv
2849	1996-06-09T09:59:49.250Z	12.353	-88.405	33.0	4.7	mb				1.0	us	usp0007jc0	2014-11-07T01:00:35.499Z	offshore El Salvador	earthquake				11.0	reviewed	us	us
2850	1996-06-09T09:24:48.220Z	40.537	143.54	33.0	4.7	mb				0.8	us	usp0007jbz	2014-11-07T01:00:35.495Z	off the east coast of Honshu, Japan	earthquake				29.0	reviewed	us	us
2851	1996-06-09T08:53:48.390Z	24.968	123.299	33.0	5.6	mwc				0.9	us	usp0007jby	2016-11-09T22:43:09.764Z	southwestern Ryukyu Islands, Japan	earthquake					reviewed	us	hrv
2852	1996-06-09T08:52:39.610Z	24.949	123.306	33.0	4.9	mb				1.2	us	usp0007jbx	2014-11-07T01:00:35.486Z	southwestern Ryukyu Islands, Japan	earthquake				23.0	reviewed	us	us
2853	1996-06-09T08:33:55.280Z	24.946	123.451	33.0	5.2	mwc				1.1	us	usp0007jbw	2016-11-09T22:43:09.147Z	southwestern Ryukyu Islands, Japan	earthquake					reviewed	us	hrv
2854	1996-06-09T08:15:06.270Z	12.63	-88.403	33.0	4.7	mb				1.0	us	usp0007jbv	2014-11-07T01:00:35.477Z	offshore El Salvador	earthquake				11.0	reviewed	us	us
2855	1996-06-09T05:01:34.060Z	24.88	123.49	33.0	4.9	mb				0.5	us	usp0007jbq	2014-11-07T01:00:35.466Z	southwestern Ryukyu Islands, Japan	earthquake				8.0	reviewed	us	us
2856	1996-06-09T04:08:46.170Z	-23.138	179.832	589.1	4.6	mb				0.8	us	usp0007jbp	2014-11-07T01:00:35.458Z	south of the Fiji Islands	earthquake		20.3		24.0	reviewed	us	us
2857	1996-06-09T03:25:32.090Z	24.93	123.549	33.0	4.9	mb				1.0	us	usp0007jbm	2014-11-07T01:00:35.451Z	southwestern Ryukyu Islands, Japan	earthquake				9.0	reviewed	us	us
2858	1996-06-09T03:24:30.410Z	24.322	123.407	33.0	4.8	mb				0.6	us	usp0007jbk	2014-11-07T01:00:35.449Z	southwestern Ryukyu Islands, Japan	earthquake				7.0	reviewed	us	us
2859	1996-06-09T03:12:42.910Z	24.823	122.983	33.0	4.9	mb				0.9	us	usp0007jbj	2014-11-07T01:00:35.446Z	Taiwan region	earthquake				12.0	reviewed	us	us
2860	1996-06-09T02:45:28.240Z	-22.097	-179.794	600.0	4.6	mb				0.8	us	usp0007jbh	2014-11-07T01:00:35.442Z	south of the Fiji Islands	earthquake				16.0	reviewed	us	us
2861	1996-06-09T02:09:53.000Z	-3.018	138.549	33.0	4.6	mb				0.8	us	usp0007jbg	2014-11-07T01:00:35.440Z	Papua, Indonesia	earthquake				9.0	reviewed	us	us
2862	1996-06-09T01:12:16.760Z	17.444	145.458	149.0	6.5	mwc				1.0	us	usp0007jbe	2016-11-10T00:37:14.213Z	Alamagan region, Northern Mariana Islands	earthquake					reviewed	us	hrv
